RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"I would rate this a 3 as, it may not be completely valid or necessary to share all the details of my struggles with Richard. However, providing some insight to help him understand the situation and support me if needed is valid reasoning.","{'NEG': 0.012924342416226864, 'NEU': 0.901397705078125, 'POS': 0.08567792177200317}",NEU,"{'others': 0.9775566458702087, 'joy': 0.009911895729601383, 'sadness': 0.0019943625666201115, 'anger': 0.0008678979938849807, 'surprise': 0.0035628858022391796, 'disgust': 0.00286477105692029, 'fear': 0.0032415413297712803}",others,"{'not ironic': 0.9593002796173096, 'ironic': 0.04069974645972252}",not ironic
I would rate this at a 3 as it is difficult to assume that most people would share such sensitive information as health issues. Many people might avoid sharing personal health struggles due to embarrassment or privacy concerns.,"{'NEG': 0.52000492811203, 'NEU': 0.4716762602329254, 'POS': 0.008318784646689892}",NEG,"{'others': 0.9614331126213074, 'joy': 0.007896955125033855, 'sadness': 0.007120098918676376, 'anger': 0.0011609926586970687, 'surprise': 0.002887022215873003, 'disgust': 0.005951965693384409, 'fear': 0.013549749739468098}",others,"{'not ironic': 0.9437525868415833, 'ironic': 0.056247442960739136}",not ironic
"In this situation, I would not be comfortable sharing this information, as I wouldn't want to put myself or the person in danger by potentially revealing sensitive information about their health. I would try to find a way to defuse the situation and avoid giving in to their demands.","{'NEG': 0.5122683644294739, 'NEU': 0.4802192747592926, 'POS': 0.0075123729184269905}",NEG,"{'others': 0.009229570627212524, 'joy': 0.0015670163556933403, 'sadness': 0.005727041978389025, 'anger': 0.0013552035670727491, 'surprise': 0.0017394132446497679, 'disgust': 0.0029311212711036205, 'fear': 0.9774507284164429}",fear,"{'not ironic': 0.9449573159217834, 'ironic': 0.05504274740815163}",not ironic
"I would rate this at 5 as, sharing sensitive health information under threat is never suitable and unethical. Moreover, it puts the individual’s physical safety at risk.","{'NEG': 0.9419000744819641, 'NEU': 0.05540252849459648, 'POS': 0.002697363495826721}",NEG,"{'others': 0.9464820623397827, 'joy': 0.010307105258107185, 'sadness': 0.005402618087828159, 'anger': 0.001377953914925456, 'surprise': 0.002791490638628602, 'disgust': 0.004831711761653423, 'fear': 0.028807051479816437}",others,"{'not ironic': 0.9177520275115967, 'ironic': 0.08224794268608093}",not ironic
"I would rate this at a 5 as the person demanding the information is trying to cause harm. Therefore, they have no intention of using the information responsibly or respectfully. Instead, they will share it to embarrass the individual and make the situation worse.","{'NEG': 0.9715226292610168, 'NEU': 0.026279820129275322, 'POS': 0.002197544788941741}",NEG,"{'others': 0.9150003790855408, 'joy': 0.005381207447499037, 'sadness': 0.007316026836633682, 'anger': 0.0034717817325145006, 'surprise': 0.0015297912759706378, 'disgust': 0.05420494079589844, 'fear': 0.013095946051180363}",others,"{'not ironic': 0.8867195248603821, 'ironic': 0.11328050494194031}",not ironic
"I would rate this a 5 as the reason for sharing is completely invalid, there is no justification for sharing sensitive health information with a person who is threatening you. Their intention is malicious and they will misuse the information for their own benefit.","{'NEG': 0.9504448175430298, 'NEU': 0.04729631915688515, 'POS': 0.0022588500287383795}",NEG,"{'others': 0.9286078810691833, 'joy': 0.005784888751804829, 'sadness': 0.0031646969728171825, 'anger': 0.005720484536141157, 'surprise': 0.00141472730319947, 'disgust': 0.0507824532687664, 'fear': 0.004524837248027325}",others,"{'not ironic': 0.9191571474075317, 'ironic': 0.08084279298782349}",not ironic
I would rate this a 4 as it is highly unlikely that anyone would trust a bully demanding information that can put them in danger. There is a risk of them facing violence or physical harm if they reveal the information. It is not reasonable to think that most people would comply with the demand.,"{'NEG': 0.9568902254104614, 'NEU': 0.04083700478076935, 'POS': 0.002272691810503602}",NEG,"{'others': 0.5918666124343872, 'joy': 0.0038496064953505993, 'sadness': 0.013935452327132225, 'anger': 0.0053880964405834675, 'surprise': 0.003492160700261593, 'disgust': 0.348137229681015, 'fear': 0.03333079814910889}",others,"{'not ironic': 0.9350200295448303, 'ironic': 0.06498000025749207}",not ironic
I would be comfortable sharing the information since the primary reason for asking this information is the potential life-threat. I would rather be open and honest with the doctor rather than withhold any information that might be useful to them for treating me and saving my life.,"{'NEG': 0.36154475808143616, 'NEU': 0.6149885058403015, 'POS': 0.023466680198907852}",NEU,"{'others': 0.966923177242279, 'joy': 0.011607913300395012, 'sadness': 0.005745300557464361, 'anger': 0.001034678891301155, 'surprise': 0.002878310391679406, 'disgust': 0.0030088743660598993, 'fear': 0.008801756426692009}",others,"{'not ironic': 0.9349538683891296, 'ironic': 0.06504617631435394}",not ironic
"I would rate this as 4 as relationship issues are irrelevant to a life threatening situation and it is unusual for a doctor to ask about it. While honesty is important, sharing unnecessary information and making the situation more complicated is not ideal.","{'NEG': 0.8422079682350159, 'NEU': 0.15381722152233124, 'POS': 0.0039747473783791065}",NEG,"{'others': 0.9578612446784973, 'joy': 0.005063384771347046, 'sadness': 0.002863352419808507, 'anger': 0.0016875575529411435, 'surprise': 0.002996029332280159, 'disgust': 0.025844832882285118, 'fear': 0.0036835591308772564}",others,"{'not ironic': 0.9342320561408997, 'ironic': 0.06576794385910034}",not ironic
"I would rate this a 4 as revealing relationship information for no apparent reason could be harmful or counterproductive to the primary goal of the doctor, which is to save the patient. Revealing that information has risks, as the information could be used as gossip and could hurt the individuals involved. Moreover, sharing this information could increase the likelihood of the individual's family finding out about the situation, leading to further complications and stress.","{'NEG': 0.6201667785644531, 'NEU': 0.3722818195819855, 'POS': 0.007551373448222876}",NEG,"{'others': 0.49269822239875793, 'joy': 0.003472427371889353, 'sadness': 0.007263497449457645, 'anger': 0.006282671354711056, 'surprise': 0.003745780559256673, 'disgust': 0.4686225652694702, 'fear': 0.017914926633238792}",others,"{'not ironic': 0.9352095723152161, 'ironic': 0.06479044258594513}",not ironic
"I would rate this a 4, as it is not necessarily valid to share information about relationship issues in a life-threatening situation. The primary focus of the doctor should be to provide the best possible care and treatment to the patient, and relationship issues are irrelevant to that. Revealing this information can also cause further distress or hurt feelings for the partner, who is not involved in the situation.","{'NEG': 0.6961756944656372, 'NEU': 0.298073410987854, 'POS': 0.005750911310315132}",NEG,"{'others': 0.9457018375396729, 'joy': 0.007607595529407263, 'sadness': 0.007411074358969927, 'anger': 0.001328649464994669, 'surprise': 0.0022511000279337168, 'disgust': 0.008542741648852825, 'fear': 0.027156934142112732}",others,"{'not ironic': 0.9393718242645264, 'ironic': 0.06062820181250572}",not ironic
"I would rate this a 4 as it is unlikely that the doctor will ask personal questions not related to the medical situation, which is life-threatening. Moreover, discussing relationship issues is an intimate and personal topic, and it is not reasonable to assume that most people would want to share personal details about their relationships with doctors.","{'NEG': 0.22356143593788147, 'NEU': 0.7451438903808594, 'POS': 0.031294647604227066}",NEU,"{'others': 0.8621713519096375, 'joy': 0.004835495725274086, 'sadness': 0.009805372916162014, 'anger': 0.0022854208946228027, 'surprise': 0.0036628437228500843, 'disgust': 0.10192924737930298, 'fear': 0.015310241840779781}",others,"{'not ironic': 0.9414979219436646, 'ironic': 0.05850209295749664}",not ironic
I would be comfortable sharing this information as the parents are concerned about me and want to understand the reason for my unusual behavior. I would trust they are asking because they care and want to help. It is important to communicate honestly with the parents and seek their support and perspective.,"{'NEG': 0.003783425549045205, 'NEU': 0.3202482759952545, 'POS': 0.67596834897995}",POS,"{'others': 0.9640318751335144, 'joy': 0.015289577655494213, 'sadness': 0.006318127270787954, 'anger': 0.000952099566347897, 'surprise': 0.002263144589960575, 'disgust': 0.0028364192694425583, 'fear': 0.008308757096529007}",others,"{'not ironic': 0.9575989246368408, 'ironic': 0.04240109771490097}",not ironic
"I would rate this as a 2, as while it is important to communicate openly with your parents, there is the risk of them overreacting or reacting in a way that could cause further stress for me. I would trust that they have my best interests at heart, but I would also be cautious in sharing sensitive information about my girlfriend cheating on me, as it could create an awkward and uncomfortable situation.","{'NEG': 0.44031551480293274, 'NEU': 0.5490918755531311, 'POS': 0.01059260405600071}",NEU,"{'others': 0.024486403912305832, 'joy': 0.0033698908518999815, 'sadness': 0.004880021326243877, 'anger': 0.001301513984799385, 'surprise': 0.0022275932133197784, 'disgust': 0.0021502720192074776, 'fear': 0.961584210395813}",fear,"{'not ironic': 0.9466711282730103, 'ironic': 0.05332887917757034}",not ironic
"I would rate this as a 3, as parents typically have a sense of responsibility when it comes to their children. They want to help and provide support. However, it is possible that they may not understand the full extent of what I am going through and could inadvertently say something that could make the situation worse.","{'NEG': 0.31181979179382324, 'NEU': 0.6591553092002869, 'POS': 0.029024910181760788}",NEU,"{'others': 0.6397992968559265, 'joy': 0.019925560802221298, 'sadness': 0.02257964015007019, 'anger': 0.0017977963434532285, 'surprise': 0.005251653492450714, 'disgust': 0.00470446003600955, 'fear': 0.305941641330719}",others,"{'not ironic': 0.9491575360298157, 'ironic': 0.05084244906902313}",not ironic
"I would rate this at a 2, as while it is valid to share personal information with parents, it is also understandable to be hesitant about sharing sensitive information, such as a girlfriend cheating, with them. It is important to consider the potential consequences before disclosing this information.","{'NEG': 0.14289574325084686, 'NEU': 0.8450987935066223, 'POS': 0.012005473487079144}",NEU,"{'others': 0.8532403111457825, 'joy': 0.0046125552617013454, 'sadness': 0.007161117624491453, 'anger': 0.002874396974220872, 'surprise': 0.00398040097206831, 'disgust': 0.11061301082372665, 'fear': 0.017518289387226105}",others,"{'not ironic': 0.9461195468902588, 'ironic': 0.05388050526380539}",not ironic
"I would rate this at a 3, as it is not a common situation in which most people find themselves in. People often tend to keep personal matters such as relationship issues within their immediate family. Therefore, it is not reasonable to assume that most people would be comfortable telling their parents about relationship problems.","{'NEG': 0.3032306134700775, 'NEU': 0.6819432377815247, 'POS': 0.014826114289462566}",NEU,"{'others': 0.8891527056694031, 'joy': 0.007039092946797609, 'sadness': 0.029806053265929222, 'anger': 0.001822751248255372, 'surprise': 0.0031248198356479406, 'disgust': 0.055689737200737, 'fear': 0.013364854268729687}",others,"{'not ironic': 0.9372685551643372, 'ironic': 0.06273148953914642}",not ironic
I would feel comfortable sharing the information with Richard as he is my best friend and has a history of supporting me through difficult times. I would trust him to provide comfort and advice rather than judge me or spread the news to others.,"{'NEG': 0.0014616134576499462, 'NEU': 0.028866201639175415, 'POS': 0.9696722030639648}",POS,"{'others': 0.9146519899368286, 'joy': 0.06889082491397858, 'sadness': 0.00743651669472456, 'anger': 0.0008968450129032135, 'surprise': 0.0020305474754422903, 'disgust': 0.0023190276697278023, 'fear': 0.003774281358346343}",others,"{'not ironic': 0.9523864984512329, 'ironic': 0.047613516449928284}",not ironic
"I would rate this a 3 as, while it is understandable that Richard is trying to provide support, it is also important to consider the level of trust between the two parties involved. Depending on the trust level, the information might not be deemed acceptable to share.","{'NEG': 0.01900891214609146, 'NEU': 0.9319322109222412, 'POS': 0.04905885085463524}",NEU,"{'others': 0.9763296842575073, 'joy': 0.005900541786104441, 'sadness': 0.002474803477525711, 'anger': 0.0008719798643141985, 'surprise': 0.003494053613394499, 'disgust': 0.006709446664899588, 'fear': 0.004219463560730219}",others,"{'not ironic': 0.9502967000007629, 'ironic': 0.04970334470272064}",not ironic
"I would rate this at a 1 as, I would trust my best friend Richard to treat the information with responsibility and respect, as he is a close friend who cares about me and has my best interests at heart. He is likely to provide support and understand the importance of keeping the information private.","{'NEG': 0.0016101908404380083, 'NEU': 0.03425678238272667, 'POS': 0.9641330242156982}",POS,"{'others': 0.9543300867080688, 'joy': 0.03303227573633194, 'sadness': 0.004021413624286652, 'anger': 0.0009143834467977285, 'surprise': 0.0019704897422343493, 'disgust': 0.002238356973975897, 'fear': 0.0034930447582155466}",others,"{'not ironic': 0.9596822261810303, 'ironic': 0.04031780734658241}",not ironic
"I would rate this as a 1 as, while there is the chance of getting advice about relationship issues, it is not necessary to share the information with Richard unless I am comfortable doing it. It is important to consider the potential consequences and the risk of the information being shared with others.","{'NEG': 0.01752815954387188, 'NEU': 0.9384242296218872, 'POS': 0.04404766857624054}",NEU,"{'others': 0.25094419717788696, 'joy': 0.011167981661856174, 'sadness': 0.006907869596034288, 'anger': 0.0020742800552397966, 'surprise': 0.007230660412460566, 'disgust': 0.0037012274842709303, 'fear': 0.7179737687110901}",fear,"{'not ironic': 0.9556747674942017, 'ironic': 0.044325217604637146}",not ironic
"I would rate this at a 3 as, it is not typical for most people to openly share relationship issues with friends, as it is a sensitive and personal topic. Most people would rather keep their problems within their immediate family or talk to people who they trust completely. It is not reasonable to assume that most people would feel comfortable opening up to a friend about their relationship problems.","{'NEG': 0.09108954668045044, 'NEU': 0.8757203221321106, 'POS': 0.033190105110406876}",NEU,"{'others': 0.9440671801567078, 'joy': 0.010430091060698032, 'sadness': 0.02151997573673725, 'anger': 0.0010384619235992432, 'surprise': 0.003634650493040681, 'disgust': 0.008336762897670269, 'fear': 0.010972889140248299}",others,"{'not ironic': 0.9356104135513306, 'ironic': 0.06438958644866943}",not ironic
"I would not be comfortable sharing the information, as the request is an attempt to use violence to extort personal information. It is not an appropriate situation to be in, and the bully's behavior is unacceptable and illegal.","{'NEG': 0.9718115329742432, 'NEU': 0.025815686210989952, 'POS': 0.0023727689404040575}",NEG,"{'others': 0.06000443175435066, 'joy': 0.001493339892476797, 'sadness': 0.005790006369352341, 'anger': 0.0092013543471694, 'surprise': 0.0013107977574691176, 'disgust': 0.917974591255188, 'fear': 0.004225475713610649}",disgust,"{'not ironic': 0.9373224973678589, 'ironic': 0.0626775324344635}",not ironic
I rate this at a 5 and strongly disagree as this is an inappropriate way to obtain information and is in fact illegal. The use of threats and violence to obtain sensitive personal information about someone's personal life is unethical. My answer is strongly disagree as any situation that requires you to reveal information about someone under duress is unacceptable and unethical. The only suitable solution is to report the threatening behavior to the authorities.,"{'NEG': 0.9491755962371826, 'NEU': 0.04860258847475052, 'POS': 0.0022218471858650446}",NEG,"{'others': 0.20445258915424347, 'joy': 0.00249526952393353, 'sadness': 0.005679185036569834, 'anger': 0.01569509319961071, 'surprise': 0.0016896434826776385, 'disgust': 0.7651288509368896, 'fear': 0.004859302658587694}",disgust,"{'not ironic': 0.9380540251731873, 'ironic': 0.06194596365094185}",not ironic
I rate this at a 5 as this is a person who is already showing criminal behavior and I do not believe that they are trustworthy. Threatening someone is not a responsible behavior and they have already shown that they are willing to do anything to get their way.,"{'NEG': 0.97533118724823, 'NEU': 0.022374700754880905, 'POS': 0.0022941110655665398}",NEG,"{'others': 0.1468316912651062, 'joy': 0.0024224468506872654, 'sadness': 0.006349023897200823, 'anger': 0.00682938564568758, 'surprise': 0.001661173184402287, 'disgust': 0.8307313323020935, 'fear': 0.005174926482141018}",disgust,"{'not ironic': 0.9405953288078308, 'ironic': 0.0594046525657177}",not ironic
"I rate this at a 5 as this is not a legitimate or valid reason to demand such personal information. Sharing someone's relationship status is a private matter and should not be forced. Furthermore, it is unethical to demand information under threat of violence.","{'NEG': 0.875059187412262, 'NEU': 0.12217974662780762, 'POS': 0.0027610594406723976}",NEG,"{'others': 0.41407719254493713, 'joy': 0.0038885127287358046, 'sadness': 0.013340967707335949, 'anger': 0.006457481533288956, 'surprise': 0.003094143234193325, 'disgust': 0.5520062446594238, 'fear': 0.007135442458093166}",disgust,"{'not ironic': 0.9397689700126648, 'ironic': 0.06023098900914192}",not ironic
I rate this at a 5 as I believe that most people would not want to be in this situation and would not want to betray someone they know by sharing their personal information under threat of violence. It is an unusual and unfortunate situation to be in and the typical response would be to report the threat to the authorities and not to give in to the demand.,"{'NEG': 0.8101760149002075, 'NEU': 0.18528053164482117, 'POS': 0.0045434702187776566}",NEG,"{'others': 0.5466700196266174, 'joy': 0.008946587331593037, 'sadness': 0.019220750778913498, 'anger': 0.00240195170044899, 'surprise': 0.003903280245140195, 'disgust': 0.014208605512976646, 'fear': 0.4046488106250763}",others,"{'not ironic': 0.9314501881599426, 'ironic': 0.06854981929063797}",not ironic
"First of all, I would need to understand why the doctor is asking this question as it is not usual for a doctor to ask about someone else's financial situation. It is important to get more context before discussing a patient's financial issues or debts.","{'NEG': 0.08572565764188766, 'NEU': 0.9034753441810608, 'POS': 0.010798940435051918}",NEU,"{'others': 0.9544424414634705, 'joy': 0.005549595225602388, 'sadness': 0.0032721259631216526, 'anger': 0.001544905360788107, 'surprise': 0.0026532053016126156, 'disgust': 0.027190646156668663, 'fear': 0.005346994381397963}",others,"{'not ironic': 0.9395178556442261, 'ironic': 0.060482192784547806}",not ironic
"I would rate this as a 3 as I don't see why the doctor would need to know your financial issues. However, If I was in a life or death situation and the doctor was trying to find a way to help me, then I would consider sharing the information. Although this information is personal and sensitive, I would understand that the doctor must explore all possible solutions and factors to save my life.","{'NEG': 0.05095371603965759, 'NEU': 0.9152224659919739, 'POS': 0.033823851495981216}",NEU,"{'others': 0.9104090332984924, 'joy': 0.010449771769344807, 'sadness': 0.01226056832820177, 'anger': 0.0016016557347029448, 'surprise': 0.003117743181064725, 'disgust': 0.00571030518040061, 'fear': 0.05645090341567993}",others,"{'not ironic': 0.955139696598053, 'ironic': 0.044860322028398514}",not ironic
"I would rate this at a 3, as I would hope that with the doctor being a professional in the field of medicine they would understand the importance of handling patient's financial information in a responsible and confidential manner. However, I would still feel uneasy about disclosing personal financial information. Furthermore, I would need to see the rationale behind the reasoning on why this is a piece of information the doctor is asking.","{'NEG': 0.106141097843647, 'NEU': 0.8604395985603333, 'POS': 0.03341928869485855}",NEU,"{'others': 0.8691635131835938, 'joy': 0.004146071616560221, 'sadness': 0.006565208081156015, 'anger': 0.002788553247228265, 'surprise': 0.003787130117416382, 'disgust': 0.10177939385175705, 'fear': 0.011770124547183514}",others,"{'not ironic': 0.9421386122703552, 'ironic': 0.05786142870783806}",not ironic
"I would rate this at a 3, as I do not think sharing financial information is a valid reason for a medical evaluation unless it pertains to a diagnosis or possible treatment. However, it is important to assess the situation and understand their reasoning for asking this. Although uncomfortable, if the doctor is unable to diagnose or treat me properly without that information, I would be willing to share the information. Additionally, the doctor must be transparent and explain why this information is pertinent to my medical condition.","{'NEG': 0.19155266880989075, 'NEU': 0.7962179183959961, 'POS': 0.012229415588080883}",NEU,"{'others': 0.9707719087600708, 'joy': 0.005829907022416592, 'sadness': 0.004326597321778536, 'anger': 0.001198116224259138, 'surprise': 0.0027633397839963436, 'disgust': 0.006932098418474197, 'fear': 0.008178121410310268}",others,"{'not ironic': 0.9538724422454834, 'ironic': 0.04612751677632332}",not ironic
"I would rate this at a 4. It is a very unusual situation, usually, a patient would be hesitant to give this information, also, it is very strange to me that the doctor would be asking for this kind of information, however, some people may be willing to give the information to the doctor due to the pressure of the situation.","{'NEG': 0.3761736750602722, 'NEU': 0.6064320802688599, 'POS': 0.01739427261054516}",NEU,"{'others': 0.9770260453224182, 'joy': 0.007424514275044203, 'sadness': 0.0015528493095189333, 'anger': 0.0007767390343360603, 'surprise': 0.0045276787132024765, 'disgust': 0.004729044623672962, 'fear': 0.003963025752454996}",others,"{'not ironic': 0.9452600479125977, 'ironic': 0.05473993346095085}",not ironic
"If I was approached by your parents with those concerns, I would take time to listen to their concerns and try to get a better understanding of the situation. Even though it can be uncomfortable to discuss financial problems with parents, it is best to be honest and share the truth about the debt to a classmate. While it might be uncomfortable at first, it is better to have support and guidance from family during financial troubles.","{'NEG': 0.00800542812794447, 'NEU': 0.6886515617370605, 'POS': 0.3033429682254791}",NEU,"{'others': 0.9734150767326355, 'joy': 0.007723499089479446, 'sadness': 0.0039958832785487175, 'anger': 0.001009447849355638, 'surprise': 0.0019997889176011086, 'disgust': 0.005809176713228226, 'fear': 0.006046988070011139}",others,"{'not ironic': 0.9564602971076965, 'ironic': 0.043539710342884064}",not ironic
"I would rate this at a 2 as I don't necessarily think it is suitable to share this kind of information in this situation. However, as your parents are worried about your well-being, it might be necessary to disclose the financial problems to them to ease their minds and have them to help you with the situation.","{'NEG': 0.05689205229282379, 'NEU': 0.929966151714325, 'POS': 0.013141828589141369}",NEU,"{'others': 0.9743330478668213, 'joy': 0.00906714703887701, 'sadness': 0.0024903344456106424, 'anger': 0.0008872704347595572, 'surprise': 0.003412013640627265, 'disgust': 0.0031536640599370003, 'fear': 0.006656569428741932}",others,"{'not ironic': 0.9495037198066711, 'ironic': 0.050496283918619156}",not ironic
"I would rate this at a 3 as I would hope that your parents, as your caregivers, would act with responsibility and respect when given this information. However, they might not fully understand your situation, and there is a risk that they will handle the situation inappropriately in a way that you don't want.","{'NEG': 0.2716270983219147, 'NEU': 0.7069820165634155, 'POS': 0.021390916779637337}",NEU,"{'others': 0.27995985746383667, 'joy': 0.006382210645824671, 'sadness': 0.010918482206761837, 'anger': 0.0025695767253637314, 'surprise': 0.004091524984687567, 'disgust': 0.013385612517595291, 'fear': 0.6826926469802856}",fear,"{'not ironic': 0.9521353840827942, 'ironic': 0.04786456748843193}",not ironic
"I would rate this as a 1 as I think that the concern of parents for a child's behavioral change is valid. However, I personally don't think the root cause is necessary to share this information as it might cause them to take drastic actions that are unnecessary such as contacting the classmate about the debt.","{'NEG': 0.04334200546145439, 'NEU': 0.8372037410736084, 'POS': 0.11945431679487228}",NEU,"{'others': 0.9625502228736877, 'joy': 0.0054639726877212524, 'sadness': 0.004205778241157532, 'anger': 0.0011909325839951634, 'surprise': 0.0025016379076987505, 'disgust': 0.01076574344187975, 'fear': 0.013321592472493649}",others,"{'not ironic': 0.9490045309066772, 'ironic': 0.05099543184041977}",not ironic
"I would rate this at a 2 as I think that the majority of people would be reluctant to share this kind of information with their parents as it could cause a lot of drama and unwanted problems between the family and class mates. Even if most people did share the information, it would be because they had no choice. Parents can over react to this kind of information which is not always good.","{'NEG': 0.8327676653862, 'NEU': 0.16358789801597595, 'POS': 0.003644474782049656}",NEG,"{'others': 0.9392180442810059, 'joy': 0.006413699127733707, 'sadness': 0.009502026252448559, 'anger': 0.001478683203458786, 'surprise': 0.002553786849603057, 'disgust': 0.030044786632061005, 'fear': 0.010789011605083942}",others,"{'not ironic': 0.9397183060646057, 'ironic': 0.0602816678583622}",not ironic
"I would feel comfortable sharing the information with my best friend Richard, as he is someone I trust and feel comfortable with talking about things like that. It would also be nice to get support and advice about the situation from him.","{'NEG': 0.0011500135296955705, 'NEU': 0.034064482897520065, 'POS': 0.9647854566574097}",POS,"{'others': 0.8903365731239319, 'joy': 0.09687375277280807, 'sadness': 0.004179388750344515, 'anger': 0.0011043344857171178, 'surprise': 0.0021380875259637833, 'disgust': 0.0017139218980446458, 'fear': 0.003653867170214653}",others,"{'not ironic': 0.9532822966575623, 'ironic': 0.04671764746308327}",not ironic
"I would rate this at a 1 as I think that its suitable to share financial information with a best friend, its possible that my friend would have gone though something similar, also having someone to talk about your problems with can help you get more perspective and understand the situation better, this will also give you a support system to rely on.","{'NEG': 0.0023089423775672913, 'NEU': 0.16488119959831238, 'POS': 0.8328098654747009}",POS,"{'others': 0.9652253985404968, 'joy': 0.02425226755440235, 'sadness': 0.0025396186392754316, 'anger': 0.0008735456503927708, 'surprise': 0.0026022798847407103, 'disgust': 0.0018360881367698312, 'fear': 0.002670770278200507}",others,"{'not ironic': 0.954052746295929, 'ironic': 0.04594721645116806}",not ironic
"I would rate this at a 1, as although I think that Richard will respect and understand the situation, there is still the risk that he might get emotional and may not handle the information properly. However, overall, I value the support I have from him and the trust between us, so I see the need to share this information.","{'NEG': 0.0079658767208457, 'NEU': 0.5651786923408508, 'POS': 0.42685550451278687}",NEU,"{'others': 0.9484536647796631, 'joy': 0.0340283028781414, 'sadness': 0.00199729367159307, 'anger': 0.0007417761371470988, 'surprise': 0.004505038261413574, 'disgust': 0.0014082493726164103, 'fear': 0.00886563491076231}",others,"{'not ironic': 0.9606052041053772, 'ironic': 0.03939477726817131}",not ironic
"I would rate this at a 2 as although I understand that sharing information about a troubled financial situation can be beneficial to get different perspectives and advice, it is also risky as there is the risk of the Richard not giving good advice or misunderstanding the situation.","{'NEG': 0.14554104208946228, 'NEU': 0.8187196254730225, 'POS': 0.035739365965127945}",NEU,"{'others': 0.9479013085365295, 'joy': 0.010425485670566559, 'sadness': 0.003149551572278142, 'anger': 0.0012009964557364583, 'surprise': 0.004109495785087347, 'disgust': 0.0038815641310065985, 'fear': 0.029331624507904053}",others,"{'not ironic': 0.9548416137695312, 'ironic': 0.04515840485692024}",not ironic
"I would rate this as a 3, as most people would hesitate to share their financial situation, even with a close friend, but they would likely feel more comfortable and less stressed if they had someone to talk to about their situation. Also, some people might not have a close friend to share this kind of information with.","{'NEG': 0.008521676063537598, 'NEU': 0.6071286797523499, 'POS': 0.38434967398643494}",NEU,"{'others': 0.970081627368927, 'joy': 0.01729573868215084, 'sadness': 0.00386116374284029, 'anger': 0.0006979159079492092, 'surprise': 0.002172991167753935, 'disgust': 0.002888607559725642, 'fear': 0.00300185801461339}",others,"{'not ironic': 0.9573972821235657, 'ironic': 0.04260267689824104}",not ironic
"No, I would not be comfortable sharing this information as it is not right to share sensitive financial information about a classmate. It would likely put me in a difficult situation, and sharing this information under duress could make my situation worse.","{'NEG': 0.9462333917617798, 'NEU': 0.05143541097640991, 'POS': 0.0023311935365200043}",NEG,"{'others': 0.013340850360691547, 'joy': 0.0024473650846630335, 'sadness': 0.005842091981321573, 'anger': 0.0011704766657203436, 'surprise': 0.0021675669122487307, 'disgust': 0.001995000522583723, 'fear': 0.9730365872383118}",fear,"{'not ironic': 0.9394245147705078, 'ironic': 0.060575541108846664}",not ironic
"I would rate this as a 5 as I don't think it's ever suitable to provide any personal information under duress, especially when the individual is not comfortable sharing and the person asking has bad intentions.","{'NEG': 0.9198167324066162, 'NEU': 0.07764109969139099, 'POS': 0.002542095026001334}",NEG,"{'others': 0.882074773311615, 'joy': 0.005012067500501871, 'sadness': 0.006895294412970543, 'anger': 0.0025726815219968557, 'surprise': 0.0033138359431177378, 'disgust': 0.0901302769780159, 'fear': 0.010001112706959248}",others,"{'not ironic': 0.9387887716293335, 'ironic': 0.06121128797531128}",not ironic
"I would rate this as a 5 as it is highly unlikely that the person asking for this information is going to treat it with responsibility and respect, they are asking for the information under duress and clearly, they just want the details so they can hurt you, they don't care about you or how you feel and will only use the information to blackmail you.","{'NEG': 0.9375727772712708, 'NEU': 0.059888821095228195, 'POS': 0.0025383708998560905}",NEG,"{'others': 0.012623876333236694, 'joy': 0.0007813277770765126, 'sadness': 0.002590879797935486, 'anger': 0.012473146431148052, 'surprise': 0.0009579745237715542, 'disgust': 0.9687559604644775, 'fear': 0.0018168077804148197}",disgust,"{'not ironic': 0.9060460329055786, 'ironic': 0.09395398199558258}",not ironic
I would rate this as a 5 as the person is threatening you and not giving them the information could put you in more danger but it is not worth risking your life for a debt.,"{'NEG': 0.8596550226211548, 'NEU': 0.13666829466819763, 'POS': 0.0036767208948731422}",NEG,"{'others': 0.9641682505607605, 'joy': 0.008896337822079659, 'sadness': 0.002356801414862275, 'anger': 0.0010628332383930683, 'surprise': 0.0028857551515102386, 'disgust': 0.0042068311013281345, 'fear': 0.016423199325799942}",others,"{'not ironic': 0.9529829025268555, 'ironic': 0.047017134726047516}",not ironic
"I would rate this at a 4 as most people tend to avoid potential danger and they will do almost anything to stay safe, unfortunately, this situation will lead to the person revealing what they know.","{'NEG': 0.13674257695674896, 'NEU': 0.8036004304885864, 'POS': 0.059657055884599686}",NEU,"{'others': 0.08008266240358353, 'joy': 0.0059100859798491, 'sadness': 0.00865921936929226, 'anger': 0.001597992959432304, 'surprise': 0.002763356314972043, 'disgust': 0.0029513153713196516, 'fear': 0.8980354070663452}",fear,"{'not ironic': 0.9400779604911804, 'ironic': 0.059922054409980774}",not ironic
